neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review,distance_to_city_center
Brooklyn,South Slope,40.66707,-73.98994,Entire home/apt,145,1,4,0.09,1,0,1366,5.256538919820677
Manhattan,Financial District,40.70725,-74.01533,Entire home/apt,450,1,0,0.0,1,0,3025,1.0007200589382528
Manhattan,East Village,40.72295,-73.98246,Entire home/apt,135,4,4,0.09,1,0,878,2.28613715847618
Manhattan,Upper West Side,40.7787,-73.98407,Entire home/apt,125,3,2,0.05,1,0,1306,7.548873600431215
Brooklyn,Flatbush,40.65036,-73.96306,Private room,70,1,0,0.0,2,0,3025,7.826587751954458
Manhattan,Upper East Side,40.77673,-73.95078,Private room,100,1,7,0.2,1,0,819,8.494241835415371
Manhattan,Upper East Side,40.77085,-73.95725,Entire home/apt,118,30,4,0.11,29,315,87,7.649194669372764
Brooklyn,Bushwick,40.69593,-73.92057,Entire home/apt,172,3,135,2.99,2,247,11,7.45878415259044
Brooklyn,Crown Heights,40.67804,-73.95411,Private room,105,1,1,0.05,3,0,653,5.842529757967852
Brooklyn,Crown Heights,40.67628,-73.95422,Private room,55,1,1,0.04,3,0,689,5.966676482573159
Brooklyn,Bushwick,40.68949,-73.91191,Private room,60,5,0,0.0,1,0,3025,8.362634009988966
Manhattan,East Village,40.72682,-73.97845,Entire home/apt,250,1,0,0.0,1,0,3025,2.8003895920865234
Manhattan,Battery Park City,40.71011,-74.01457,Private room,99,2,31,0.65,1,0,1108,0.7833654078810101
Brooklyn,Midwood,40.62467,-73.96406,Entire home/apt,88,2,13,0.37,1,0,663,10.40930658406283
Manhattan,NoHo,40.7256,-73.99555,Private room,125,1,3,0.06,1,0,1387,1.6733224242363627
Brooklyn,Bedford-Stuyvesant,40.68544,-73.93872,Entire home/apt,102,3,64,1.38,1,296,15,6.447082803774519
Brooklyn,Borough Park,40.64305,-73.99959,Private room,40,2,1,0.02,2,0,1430,7.764511033401434
Brooklyn,Boerum Hill,40.68852,-73.98697,Entire home/apt,119,5,12,0.25,1,0,687,3.1394952743223605
Brooklyn,Bedford-Stuyvesant,40.69141,-73.934,Entire home/apt,101,4,54,1.14,1,0,72,6.532109460757057
Brooklyn,Bushwick,40.70512,-73.92187,Private room,65,3,3,0.06,1,0,1419,7.16030873367051
Bronx,Hunts Point,40.81335,-73.8873,Private room,40,30,15,0.32,6,333,9,15.004353869178665
Manhattan,Harlem,40.8051,-73.95069,Entire home/apt,109,2,1,0.02,1,0,1405,11.263757626817023
Bronx,Hunts Point,40.81395,-73.88675,Private room,40,30,21,0.44,6,343,17,15.084932518117256
Queens,Sunnyside,40.74601,-73.9149,Entire home/apt,250,15,0,0.0,1,18,3025,8.533981527314175
Manhattan,East Harlem,40.81211,-73.9378,Private room,75,3,134,2.88,1,90,37,12.441249309731662
Brooklyn,Flatbush,40.64935,-73.96485,Private room,90,2,24,1.48,1,175,7,7.857980333092776
Manhattan,Upper West Side,40.8012,-73.96382,Private room,87,3,9,0.19,1,0,293,10.44294834056872
Manhattan,Harlem,40.81095,-73.9443,Entire home/apt,185,2,12,0.65,1,0,414,12.080589589804811
Brooklyn,Bushwick,40.68496,-73.91107,Private room,45,14,15,0.48,1,0,364,8.598223762949935
Manhattan,SoHo,40.72547,-74.01,Private room,300,7,51,1.11,2,156,550,1.4470056280988532
Brooklyn,Fort Greene,40.68799,-73.97314,Entire home/apt,140,2,19,0.4,1,1,2,3.9119345966187296
Brooklyn,Williamsburg,40.71477,-73.94761,Private room,70,5,5,0.11,1,0,1094,4.938690583272662
Brooklyn,Williamsburg,40.71733,-73.95566,Entire home/apt,150,6,0,0.0,1,0,3025,4.2831954089706334
Brooklyn,Williamsburg,40.70884,-73.95742,Private room,80,1,3,0.06,1,0,1415,4.128585503717764
Brooklyn,Williamsburg,40.71704,-73.94509,Private room,60,1,0,0.0,1,0,3025,5.168183489961929
Brooklyn,Bushwick,40.70192,-73.92928,Private room,45,1,7,0.15,1,0,1312,6.594933148683822
Brooklyn,Crown Heights,40.67065,-73.93544,Private room,40,8,1,0.02,1,0,1430,7.581542509700843
Manhattan,Chelsea,40.7394,-73.99838,Entire home/apt,210,1,10,0.22,1,6,189,3.023228057702149
Brooklyn,Vinegar Hill,40.70146,-73.98188,Entire home/apt,225,30,23,0.49,1,268,28,2.3959251752971644
Manhattan,Midtown,40.75737,-73.96916,Private room,70,1,1,0.02,1,0,1415,5.846454346083458
Brooklyn,Clinton Hill,40.69188,-73.9607,Private room,45,5,0,0.0,1,0,3025,4.478136761099744
Manhattan,Washington Heights,40.8327,-73.94486,Entire home/apt,120,1,3,0.06,1,0,1389,14.280319054129304
Manhattan,Chinatown,40.71612,-73.99121,Entire home/apt,150,1,0,0.0,1,0,3025,1.3029622286803932
Manhattan,Upper West Side,40.77778,-73.9781,Private room,133,2,183,3.9,1,263,8,7.5909599659967855
Manhattan,Harlem,40.80313,-73.95742,Private room,60,2,1,0.02,1,0,1445,10.83746100737033
Manhattan,Harlem,40.81189,-73.94148,Private room,64,2,20,0.42,1,0,212,12.27861501812186
Manhattan,Lower East Side,40.71289,-73.98877,Private room,69,3,27,0.56,2,261,18,1.4559567440397627
Brooklyn,Bedford-Stuyvesant,40.68887,-73.95393,Private room,40,1,2,0.04,1,0,1405,5.1407733886149565
Manhattan,Financial District,40.70552,-74.00841,Entire home/apt,190,1,3,0.06,1,0,1445,0.8336886237571265
Brooklyn,Park Slope,40.66889,-73.97617,Entire home/apt,275,2,60,1.26,1,0,254,5.4894598067867
Manhattan,Hell's Kitchen,40.7603,-73.99222,Entire home/apt,200,3,203,4.27,1,271,10,5.40172007388293
Manhattan,East Harlem,40.79042,-73.94641,Private room,75,4,37,0.77,1,0,857,9.981131741150511
Brooklyn,Williamsburg,40.7129,-73.95565,Entire home/apt,180,14,2,0.04,1,0,1434,4.25455242169536
Manhattan,Harlem,40.82034,-73.94345,Private room,200,1,0,0.0,1,0,3025,13.057879303752914
Brooklyn,Gowanus,40.67758,-73.98519,Private room,59,2,96,2.07,1,41,6,4.2884146370762215
Brooklyn,Greenpoint,40.72402,-73.9415,Entire home/apt,149,5,2,0.04,1,0,998,5.590365861521028
Brooklyn,Prospect-Lefferts Gardens,40.65736,-73.96094,Private room,55,1,107,2.22,2,46,16,7.239597065853424
Manhattan,Upper West Side,40.79452,-73.97065,Private room,75,1,12,0.27,1,0,870,9.553325726760548
Manhattan,Harlem,40.80772,-73.951,Entire home/apt,400,2,1,0.02,1,0,1427,11.51853412224688
Manhattan,Lower East Side,40.71281,-73.98705,Entire home/apt,169,4,68,2.54,1,44,43,1.6012625297831984
Manhattan,Upper West Side,40.79955,-73.96369,Entire home/apt,125,2,7,0.15,1,0,989,10.274720644603386
Brooklyn,Bedford-Stuyvesant,40.68346,-73.95551,Private room,58,2,30,1.97,1,0,70,5.368934273051282
Manhattan,Upper East Side,40.7631,-73.96393,Entire home/apt,151,3,19,0.41,1,0,743,6.620301123333198
Manhattan,Inwood,40.86464,-73.92768,Entire home/apt,67,14,7,0.15,1,21,304,18.11128501572619
Manhattan,Harlem,40.82599,-73.94238,Private room,100,1,0,0.0,1,0,3025,13.66922825211523
Manhattan,West Village,40.73764,-73.99887,Entire home/apt,185,3,4,0.08,1,0,1390,2.8234515450671793
Brooklyn,Crown Heights,40.67215,-73.94126,Entire home/apt,190,2,63,1.41,1,0,257,7.093765879228882
Manhattan,East Village,40.72962,-73.98932,Private room,78,16,9,0.19,1,23,82,2.339841413753304
Brooklyn,Prospect-Lefferts Gardens,40.65845,-73.96064,Private room,60,1,140,4.0,2,40,15,7.150499186611378
Manhattan,Greenwich Village,40.73528,-73.99744,Entire home/apt,210,2,193,4.13,1,169,8,2.5990153527190474
Queens,Long Island City,40.7432,-73.95565,Entire home/apt,139,2,6,0.13,1,0,1283,5.430418516738361
Manhattan,Upper West Side,40.79045,-73.97361,Entire home/apt,200,5,12,0.26,1,0,388,9.046413343210592
Manhattan,Harlem,40.82652,-73.95304,Private room,75,1,151,3.17,1,0,40,13.396731493585868
Brooklyn,Fort Greene,40.68896,-73.97737,Entire home/apt,123,30,7,0.19,21,342,122,3.5865515758740045
Manhattan,Harlem,40.82929,-73.94182,Private room,28,1,1,0.02,1,0,1438,14.025103669754364
Brooklyn,Boerum Hill,40.68857,-73.98668,Entire home/apt,120,30,7,0.15,21,360,430,3.147372874295745
Brooklyn,South Slope,40.66671,-73.98172,Private room,85,2,5,0.1,3,0,350,5.514353880873757
Queens,Ditmars Steinway,40.77672,-73.91956,Entire home/apt,122,3,109,2.34,1,271,6,10.182549450047826
Manhattan,Midtown,40.76372,-73.98081,Entire home/apt,700,7,0,0.0,1,0,3025,6.041672624182337
Manhattan,Upper West Side,40.794,-73.97632,Entire home/apt,99,5,16,0.34,1,0,700,9.35905139027176
Manhattan,Washington Heights,40.83353,-73.94393,Private room,110,4,45,2.23,1,59,22,14.394681786587268
Brooklyn,Williamsburg,40.70641,-73.96801,Entire home/apt,185,1,0,0.0,1,0,3025,3.287772258062206
Brooklyn,Williamsburg,40.71272,-73.96632,Entire home/apt,120,1,0,0.0,1,0,3025,3.352947086509534
Queens,Astoria,40.76254,-73.91415,Private room,89,2,7,0.15,2,0,30,9.523769158434435
Brooklyn,Bushwick,40.69095,-73.92386,Private room,48,4,8,0.17,1,0,678,7.353742195755364
Brooklyn,Clinton Hill,40.69342,-73.9611,Private room,90,30,20,0.42,11,249,324,4.362379194120933
Brooklyn,Clinton Hill,40.69411,-73.96151,Private room,90,30,31,0.66,11,314,272,4.294707561526586
Bronx,Concourse,40.82381,-73.92725,Entire home/apt,110,1,1,0.02,1,0,1431,14.006286494557687
Manhattan,Harlem,40.82112,-73.94962,Entire home/apt,150,1,7,0.15,1,10,982,12.936511414200513
Brooklyn,Crown Heights,40.67552,-73.96041,Entire home/apt,120,5,4,0.09,1,10,190,5.655722507467066
Brooklyn,Bedford-Stuyvesant,40.68338,-73.92072,Entire home/apt,110,3,125,2.66,1,315,14,7.913550255358259
Brooklyn,Windsor Terrace,40.64813,-73.97237,Private room,45,1,66,1.38,3,228,8,7.723759805133217
Brooklyn,Williamsburg,40.70889,-73.94113,Private room,75,1,1,0.02,1,0,1435,5.498801126410049
Queens,Flushing,40.74823,-73.8084,Private room,65,1,158,3.35,2,355,16,17.150045532721933
Manhattan,Chelsea,40.74466,-73.99504,Entire home/apt,170,2,4,0.09,1,0,1020,3.6571566109783777
Manhattan,Midtown,40.75176,-73.96921,Entire home/apt,140,1,1,0.02,1,0,1413,5.326989281387193
Manhattan,Hell's Kitchen,40.76548,-73.99155,Private room,90,1,0,0.0,1,0,3025,5.97602205872384
Manhattan,Chinatown,40.71379,-73.99112,Entire home/apt,170,3,39,0.85,1,19,6,1.2621378479368128
Manhattan,Hell's Kitchen,40.75894,-73.9915,Private room,90,1,142,3.1,5,164,18,5.268151533541528
Brooklyn,Prospect Heights,40.67505,-73.96711,Entire home/apt,175,2,5,0.11,1,0,1024,5.327142905906611
Brooklyn,South Slope,40.66293,-73.9838,Entire home/apt,135,1,3,0.06,1,0,1286,5.8472682080653975
Brooklyn,Greenpoint,40.72961,-73.95656,Entire home/apt,120,1,0,0.0,1,0,3025,4.575260332808253
Manhattan,Upper West Side,40.79397,-73.97376,Entire home/apt,175,3,1,0.02,1,0,1425,9.416061822745435
Brooklyn,Prospect-Lefferts Gardens,40.65591,-73.95866,Private room,40,15,2,0.04,1,0,1319,7.4783776408267
Manhattan,Morningside Heights,40.80674,-73.96141,Private room,65,1,0,0.0,1,0,3025,11.090649216996665
Brooklyn,Bedford-Stuyvesant,40.68366,-73.9247,Private room,69,2,186,3.89,1,6,34,7.595128069495563
Manhattan,Greenwich Village,40.73049,-74.00111,Private room,119,2,0,0.0,1,0,3025,2.0074233371203927
Manhattan,Harlem,40.80256,-73.94524,Private room,85,30,27,0.61,1,0,190,11.210753090760507
Brooklyn,Boerum Hill,40.68234,-73.98088,Private room,100,3,0,0.0,1,0,3025,3.993626306178502
Manhattan,Upper West Side,40.78323,-73.97721,Entire home/apt,155,3,1,0.02,1,0,1432,8.19041400194683
Manhattan,Lower East Side,40.71767,-73.99004,Entire home/apt,160,1,26,0.54,1,0,920,1.4529574361477307
Brooklyn,Williamsburg,40.70461,-73.93845,Private room,50,21,16,0.34,1,0,981,5.78027806449589
Manhattan,Harlem,40.81208,-73.95097,Entire home/apt,125,3,1,0.03,1,0,998,11.964131673651675
Manhattan,SoHo,40.72487,-73.99858,Entire home/apt,350,1,0,0.0,1,0,3025,1.479726684528962
Manhattan,Financial District,40.70406,-74.01227,Entire home/apt,350,1,0,0.0,1,0,3025,1.1057697059189846
Brooklyn,Clinton Hill,40.68973,-73.96073,Private room,65,2,2,0.04,1,0,1423,4.604463430836651
Manhattan,West Village,40.73453,-74.00656,Entire home/apt,247,1,0,0.0,1,0,3025,2.41354919859217
Manhattan,Upper West Side,40.80089,-73.96752,Shared room,85,1,0,0.0,1,0,3025,10.307881169831308
Queens,Jamaica,40.68692,-73.78022,Private room,45,1,63,1.34,2,250,250,19.297152383425743
Brooklyn,Greenpoint,40.72717,-73.94697,Entire home/apt,139,2,21,0.45,1,188,1009,5.2365273954603735
Brooklyn,Bushwick,40.68902,-73.9156,Entire home/apt,85,2,172,3.6,5,136,22,8.083595406421672
Queens,Ridgewood,40.69962,-73.90439,Entire home/apt,125,2,108,2.28,1,321,23,8.710665544638482
Manhattan,Upper East Side,40.77459,-73.9476,Private room,115,2,18,0.38,1,0,1240,8.450590211350624
Brooklyn,South Slope,40.66627,-73.98954,Entire home/apt,175,60,1,0.38,1,282,78,5.35110614529528
Manhattan,East Village,40.72475,-73.98009,Entire home/apt,140,3,0,0.0,1,0,3025,2.559985133333544
Manhattan,Midtown,40.7601,-73.96746,Private room,125,1,0,0.0,1,0,3025,6.17963304003968
Queens,Long Island City,40.75037,-73.91265,Private room,59,4,28,0.59,2,364,10,8.921444516378877
Manhattan,Lower East Side,40.72028,-73.98182,Private room,80,3,1,0.03,1,0,1168,2.2054795577931965
Brooklyn,Bushwick,40.69574,-73.9286,Private room,50,14,10,0.21,1,0,1128,6.8099060464556995
Brooklyn,Greenpoint,40.72541,-73.95279,Private room,45,12,0,0.0,1,0,3025,4.708819668408044
Brooklyn,Bedford-Stuyvesant,40.6862,-73.9542,Entire home/apt,90,4,7,0.15,1,18,335,5.281261852559069
Brooklyn,Williamsburg,40.71163,-73.95186,Entire home/apt,250,7,33,0.7,1,0,906,4.576678194119701
Brooklyn,Williamsburg,40.71009,-73.95398,Entire home/apt,140,1,0,0.0,1,0,3025,4.406033544018364
Manhattan,Chelsea,40.75013,-74.0033,Entire home/apt,215,1,75,1.61,1,331,44,4.151718665935907
Manhattan,SoHo,40.72634,-74.00101,Entire home/apt,180,3,6,0.14,1,0,1037,1.5615878928857851
Manhattan,Upper West Side,40.80193,-73.97038,Entire home/apt,250,2,18,0.38,2,0,416,10.34475656776632
Manhattan,Flatiron District,40.74334,-73.99204,Entire home/apt,400,1,0,0.0,1,0,3025,3.5906288001201445
Manhattan,Chelsea,40.7457,-73.9939,Entire home/apt,700,5,1,0.02,1,0,1371,3.7938036327584808
Brooklyn,Flatbush,40.65353,-73.95611,Private room,65,1,0,0.0,1,0,3025,7.8171453625978335
Manhattan,Chelsea,40.7438,-73.99751,Private room,118,2,259,5.44,1,47,8,3.5164310698670644
Manhattan,Tribeca,40.71978,-74.00968,Private room,1500,1,0,0.0,1,365,3025,0.835160130028059
Brooklyn,Fort Hamilton,40.61926,-74.03272,Private room,70,1,15,0.39,1,22,9,10.630265160597743
Manhattan,Upper West Side,40.79203,-73.96967,Entire home/apt,110,7,9,0.19,1,19,43,9.317998721691263
Manhattan,Harlem,40.81095,-73.95296,Entire home/apt,299,3,90,1.96,2,304,30,11.783729688180845
Manhattan,East Village,40.7324,-73.98883,Private room,95,4,3,0.08,1,0,1081,2.615671079105039
Manhattan,Washington Heights,40.83431,-73.9402,Private room,70,2,2,0.04,1,0,1413,14.592326452835081
Manhattan,Upper West Side,40.80417,-73.96874,Private room,167,30,44,0.92,5,188,490,10.623182897796582
Manhattan,Upper West Side,40.791,-73.9722,Private room,103,5,42,1.49,1,221,8,9.141126507002495
Manhattan,Lower East Side,40.71813,-73.99231,Entire home/apt,145,6,13,0.27,1,0,401,1.2993849540885554
Brooklyn,Canarsie,40.63118,-73.89679,Entire home/apt,100,2,187,3.93,1,300,23,12.938847814230666
Brooklyn,Fort Greene,40.6874,-73.97484,Entire home/apt,275,6,8,0.23,1,9,72,3.858915297031865
Brooklyn,Williamsburg,40.71405,-73.94129,Private room,60,1,1,0.02,2,0,1421,5.469661935750039
Brooklyn,Williamsburg,40.70854,-73.95281,Private room,70,1,4,0.09,1,0,1288,4.519489075666222
Manhattan,Nolita,40.72118,-73.99575,Entire home/apt,300,4,4,0.09,1,89,35,1.2712421962490605
Brooklyn,Williamsburg,40.71534,-73.96633,Entire home/apt,370,2,132,3.14,1,257,3,3.3638710677524246
Manhattan,Harlem,40.81835,-73.94138,Private room,50,1,2,0.04,1,0,1394,12.928892049682698
Manhattan,East Harlem,40.79106,-73.94588,Entire home/apt,65,20,0,0.0,1,0,3025,10.06506388446684
Brooklyn,Bushwick,40.70189,-73.92872,Private room,68,1,1,0.02,1,0,1408,6.642069641281094
Brooklyn,Sheepshead Bay,40.60633,-73.95704,Private room,92,3,60,1.29,3,334,22,12.527211097022946
Manhattan,Upper West Side,40.80299,-73.96465,Private room,40,9,0,0.0,1,0,3025,10.606730254967509
Queens,Astoria,40.76979,-73.92019,Entire home/apt,100,10,7,0.15,1,0,10,9.621989199097046
Manhattan,Upper East Side,40.77756,-73.94859,Private room,140,7,9,0.6,1,204,299,8.673439848279163
Manhattan,Hell's Kitchen,40.76769,-73.99405,Private room,150,3,17,0.37,1,364,46,6.178477971381442
Brooklyn,Bedford-Stuyvesant,40.68268,-73.92825,Private room,45,1,2,0.04,1,0,1405,7.373566748516925
Brooklyn,Columbia St,40.6851,-74.00228,Private room,70,7,2,0.17,1,32,49,3.0920580562706084
Manhattan,Upper West Side,40.78733,-73.97364,Entire home/apt,230,1,161,3.39,1,347,18,8.716010833386935
Queens,Ditmars Steinway,40.78261,-73.91452,Private room,49,1,0,0.0,1,0,3025,10.944820818706226
Queens,Long Island City,40.75203,-73.9361,Private room,80,3,8,0.56,1,0,259,7.337907208565704
Manhattan,Hell's Kitchen,40.75563,-73.99742,Private room,105,1,0,0.0,1,0,3025,4.811123914928495
Brooklyn,Bedford-Stuyvesant,40.68317,-73.91432,Private room,40,3,3,0.07,1,0,1030,8.418281332483453
Manhattan,Kips Bay,40.7438,-73.9781,Private room,90,3,19,0.43,1,0,1204,4.17207858860618
Manhattan,Upper West Side,40.7874,-73.97381,Entire home/apt,600,10,2,0.06,1,36,340,8.718905147453327
Brooklyn,Crown Heights,40.67215,-73.94281,Private room,50,2,2,0.04,1,0,1399,6.993198501924895
Brooklyn,South Slope,40.66307,-73.9834,Entire home/apt,195,3,84,1.77,1,18,3,5.843512044306298
Manhattan,West Village,40.73866,-74.00537,Entire home/apt,200,3,0,0.0,1,0,3025,2.872210247003286
Manhattan,East Village,40.72178,-73.98212,Entire home/apt,250,2,11,0.24,1,0,917,2.2506854524631144
Manhattan,Upper East Side,40.77865,-73.94858,Entire home/apt,175,2,4,0.08,1,0,1136,8.774508660092945
Brooklyn,Greenpoint,40.7252,-73.95276,Private room,100,13,0,0.0,1,0,3025,4.704367784788095
Queens,Long Island City,40.75215,-73.93913,Entire home/apt,150,7,9,0.19,1,9,410,7.1417001315541455
Manhattan,Midtown,40.74559,-73.98325,Entire home/apt,175,1,1,0.02,1,0,1438,4.117355726575581
Manhattan,Morningside Heights,40.81033,-73.95897,Private room,150,1,0,0.0,1,0,3025,11.535699892719128
Manhattan,Midtown,40.75219,-73.97133,Entire home/apt,400,6,0,0.0,1,0,3025,5.264139107010353
Manhattan,Little Italy,40.71959,-73.99604,Private room,99,2,2,0.04,2,0,1372,1.1299492791969812
Queens,Ditmars Steinway,40.77648,-73.90987,Private room,70,3,13,0.28,1,219,963,10.766914535163064
Queens,Rego Park,40.72929,-73.8574,Private room,48,1,32,0.92,1,0,679,12.68788889748768
Brooklyn,East Flatbush,40.65551,-73.94206,Entire home/apt,199,2,6,0.16,1,130,645,8.3480738555163
Manhattan,Upper West Side,40.79317,-73.96956,Private room,90,3,6,0.13,1,0,1411,9.440643921678571
Brooklyn,Crown Heights,40.67714,-73.9486,Entire home/apt,130,2,3,0.06,1,0,1079,6.262504557774307
Brooklyn,South Slope,40.66393,-73.98728,Entire home/apt,300,7,0,0.0,1,0,3025,5.652907455647282
Brooklyn,Clinton Hill,40.68864,-73.96759,Entire home/apt,175,30,7,0.17,1,27,129,4.211404197904309
Brooklyn,Williamsburg,40.71905,-73.94937,Private room,48,5,3,0.06,1,0,1329,4.8350467322120565
Brooklyn,Williamsburg,40.72002,-73.96028,Private room,70,3,90,1.89,1,323,9,3.9454252730967467
Brooklyn,Clinton Hill,40.68458,-73.96332,Entire home/apt,380,3,5,0.11,1,0,954,4.778325595198681
Brooklyn,Borough Park,40.63741,-74.00118,Private room,45,1,43,0.99,2,310,10,8.38179349770529
Brooklyn,Red Hook,40.67791,-74.0072,Private room,55,5,5,0.1,1,0,17,3.8757928902127277
Brooklyn,Bedford-Stuyvesant,40.68847,-73.95634,Private room,32,1,0,0.0,1,0,3025,4.991446481210156
Manhattan,Lower East Side,40.71903,-73.9904,Entire home/apt,160,5,10,0.21,1,11,27,1.4886546556840352
Manhattan,Tribeca,40.7187,-74.00384,Private room,107,1,2,0.04,1,0,1378,0.680131115528949
Brooklyn,Bedford-Stuyvesant,40.68248,-73.92811,Entire home/apt,155,2,139,2.93,1,235,9,7.394209344423322
Manhattan,Harlem,40.82206,-73.95234,Entire home/apt,275,4,5,2.78,2,284,10,12.951510383372703
Brooklyn,Williamsburg,40.71242,-73.95009,Private room,80,2,33,0.7,1,0,556,4.724559239569838
Manhattan,Upper East Side,40.77018,-73.95947,Entire home/apt,205,2,23,0.61,1,0,915,7.486496228614305
Manhattan,Upper West Side,40.78557,-73.97214,Private room,150,1,2,0.04,1,0,1416,8.572074382012758
Brooklyn,Carroll Gardens,40.67763,-74.00108,Entire home/apt,99,59,17,0.49,1,58,38,3.927635207504708
Brooklyn,Bedford-Stuyvesant,40.6884,-73.9305,Private room,59,1,237,5.09,7,70,11,6.932330646444367
Brooklyn,Williamsburg,40.71256,-73.95695,Private room,45,30,19,0.43,1,0,110,4.144785118654695
Manhattan,Chelsea,40.74376,-74.00387,Entire home/apt,270,30,195,4.26,1,270,114,3.4427721848778567
Brooklyn,Bushwick,40.70036,-73.91723,Private room,80,1,0,0.0,1,0,3025,7.627838767437483
Queens,Astoria,40.7655,-73.92169,Entire home/apt,150,3,21,0.46,2,349,20,9.217507259178596
Brooklyn,East Flatbush,40.65429,-73.94917,Private room,35,1,1,0.02,1,0,1408,8.080631350974258
Manhattan,Washington Heights,40.83436,-73.94735,Entire home/apt,99,5,5,0.11,1,0,384,14.378594966285235
Brooklyn,Prospect Heights,40.6799,-73.96416,Entire home/apt,150,7,9,0.19,3,0,300,5.084632881238371
Manhattan,West Village,40.74036,-74.00416,Entire home/apt,190,3,0,0.0,1,0,3025,3.0644452759806233
Brooklyn,Crown Heights,40.67139,-73.94,Private room,50,3,7,0.15,1,0,710,7.2296516289870425
Manhattan,Harlem,40.82883,-73.94468,Entire home/apt,79,15,22,0.49,1,0,65,13.886192647754992
Brooklyn,Bedford-Stuyvesant,40.68716,-73.9243,Entire home/apt,199,7,35,0.78,1,283,31,7.468926839889904
